Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,L-3,Attrition_Flag
3,0,2063,42,0.5,-0.21558431830398803,1
2,2517,2463,38,0.407,0.13180839580781947,1
3,0,3024,51,1.04,-0.13542082376119324,0
6,671,5408,83,0.729,0.20890328809774744,0
6,1047,4830,82,0.952,-0.6425964425751961,0
3,2079,4444,84,0.909,0.1636764215075479,0
6,0,3501,65,0.757,0.6887979140700001,0
6,1216,3843,66,1.0,0.29014281595270747,0
6,1429,4258,77,0.75,-0.6425964425751961,0
1,0,2273,44,0.517,0.8071060563524382,1
4,0,1793,40,0.6,-0.7030158575911616,1
3,2270,4033,58,0.657,0.8746533456630301,0
4,1423,4535,68,0.417,-0.15516490328802263,0
3,0,4348,63,0.615,0.7841902572029459,0
3,1647,4545,83,0.766,0.7092480176103213,0
5,0,4300,67,0.675,-0.53786575431345,0
4,0,4811,68,0.889,0.07321333304746377,0
4,868,5228,61,0.694,0.702375368090692,0
5,886,4385,91,0.717,-0.53786575431345,0
4,2294,2107,40,0.333,0.24230403064113037,1
6,1428,4097,72,0.565,-0.7030158575911616,0
5,1527,4741,86,0.72,0.20832792684045365,0
3,1434,5002,78,0.66,-0.15833662291068556,0
4,0,2306,46,0.484,0.1584095111133076,1
6,0,3317,71,0.821,-0.1322491041385303,0
5,621,3955,72,0.756,0.7928384565507762,0
3,0,2709,51,0.645,0.6992036484680292,1
3,0,2832,48,0.846,0.15896881647567265,1
4,909,4238,63,0.8,-0.1322491041385303,0
3,1471,4056,81,0.841,-0.6425964425751961,0
5,2517,4166,85,0.809,0.8746533456630301,0
4,0,4556,67,0.861,0.10567673517629221,0
5,399,2118,41,0.519,-0.5921165498176557,1
6,1414,3967,76,0.767,0.09295741257429319,0
4,1176,3462,61,0.906,0.01279391803149835,0
6,1887,4098,61,0.605,-0.11155766005011143,0
3,1074,2050,32,0.524,0.09612913219695608,1
4,0,4846,84,0.68,-0.07335001417576878,0
5,576,5098,66,0.833,-0.15516490328802263,0
5,892,4770,83,0.596,0.7119229710700281,0
4,211,1724,34,0.308,0.7119229710700281,1
3,0,2509,46,0.586,0.09612913219695608,1
6,1120,4880,77,0.75,0.19935568511841134,0
6,0,2773,34,0.789,0.20832792684045365,1
5,1953,4584,70,0.591,-0.11519559181237828,0
5,1177,4549,68,0.659,0.2225955266421156,0
4,0,1731,32,0.28,-0.53786575431345,1
3,2517,2376,55,0.486,0.09390477713588265,1
6,2134,4464,83,0.93,-0.6425964425751961,0
3,1775,4317,68,0.545,0.7841902572029459,0
4,0,4628,73,0.622,-0.15516490328802263,0
5,0,4148,84,0.714,0.301203120603892,0
5,0,4064,92,0.769,0.21621651186897511,0
3,471,2864,51,0.759,-0.7030158575911616,1
5,698,4048,83,0.886,0.09612913219695608,0
5,1926,3806,61,0.794,-0.53786575431345,0
3,1021,3968,57,0.781,-0.11836731143504121,0
4,1587,3145,63,0.75,-0.18579586963486644,0
4,797,4673,69,0.568,0.11786483838036947,0
3,2034,4915,92,0.84,-0.6196806434257038,0
3,284,2511,51,0.5,0.7348387702195204,1
6,0,4906,75,0.667,-0.6801000584416693,0
3,2517,2275,55,0.897,0.1673817528353499,1
3,0,1867,34,0.478,-0.11155766005011143,1
4,668,3931,77,0.791,0.11423969447601089,0
4,1093,5038,86,0.83,0.08844249311800614,0
5,2378,3395,75,0.829,0.6819252645503708,0
5,857,4741,84,0.714,0.03570971718099067,0
5,0,4198,77,0.75,-0.6101330404463677,0
4,0,1973,36,0.333,-0.1322491041385303,1
4,2218,4423,90,0.667,-0.6801000584416693,0
3,2517,4804,66,0.737,-0.6101330404463677,0
3,1226,3889,60,0.818,-0.06470181482793841,0
6,1747,5216,87,0.891,-0.15516490328802263,0
4,1039,3337,65,0.512,-0.6219049984867773,0
6,1464,4905,89,0.978,0.1578341498560138,0
4,1713,3919,57,1.036,0.09612913219695608,0
6,1767,4388,67,0.675,0.1488619081339715,0
3,0,2690,46,0.484,0.702375368090692,1
5,1259,4634,54,0.862,0.7841902572029459,0
6,0,2574,43,0.483,0.03570971718099067,1
5,0,4792,62,0.722,-0.5208122419872979,0
3,0,4277,80,0.951,0.19499753363536187,0
6,0,3403,70,0.489,0.7841902572029459,0
5,1687,2384,52,1.167,0.8071060563524382,0
3,1087,4990,85,0.667,0.22893583447097415,0
1,0,1887,36,0.333,0.07321333304746377,1
5,0,2146,44,0.63,0.7252911672401843,1
3,0,2527,49,0.69,0.7841902572029459,1
4,2081,4867,67,0.763,-0.1322491041385303,0
3,0,3575,56,1.154,0.6648717522242188,0
4,2517,4197,84,0.909,0.13180839580781947,0
3,1062,3873,76,0.854,-0.05043421502627648,0
5,2224,3465,59,0.788,0.10889259665832716,0
4,1788,4908,71,1.152,-0.1322491041385303,0
6,2038,4067,75,1.206,0.15937248941586757,0
5,2061,4399,70,0.707,0.13180839580781947,0
5,2213,4684,81,0.8,-0.6196806434257038,0
4,0,4256,73,0.622,-0.1322491041385303,0
6,2517,2600,47,0.621,0.7230668121791108,1
3,1438,4208,69,0.865,-0.6425964425751961,0
3,0,2264,39,0.625,0.09612913219695608,1
4,1251,4314,83,0.729,-0.10564798883304216,0
3,2057,4205,83,0.766,0.19499753363536187,0
4,1428,4352,82,0.907,0.23754944676585457,0
3,1758,4604,70,0.707,0.702375368090692,0
6,0,4653,78,0.95,0.702375368090692,0
3,1504,4778,88,0.956,-0.14561730030868653,0
3,0,2122,44,0.419,0.21938823149163805,1
5,957,3412,70,0.842,0.10889259665832716,0
6,170,2527,45,0.406,0.702375368090692,1
5,0,2456,45,0.452,0.2518516336204665,1
5,1558,2838,49,1.333,0.11682057628537496,0
6,0,4585,79,0.795,-0.12270150115919419,0
4,987,4727,67,0.914,-0.06470181482793841,0
4,933,4253,66,0.737,0.09612913219695608,0
4,2070,3965,58,0.568,-0.598989199337285,0
6,872,4246,80,0.739,0.702375368090692,0
5,1556,4527,83,0.93,0.21621651186897511,0
3,1985,3536,61,0.419,-0.5607815534629422,0
6,0,4320,72,0.674,-0.15833662291068556,0
4,1600,4275,76,0.551,0.10889259665832716,0
5,2007,2537,48,0.6,0.7928384565507762,1
3,1013,5079,81,0.841,0.32411891975338425,0
3,2136,3659,68,0.581,-0.6801000584416693,0
3,1207,3244,58,1.0,0.3305427640401411,0
3,1119,3902,63,0.432,0.19499753363536187,0
6,641,4693,83,0.627,0.7841902572029459,0
2,2517,1642,35,0.25,0.7841902572029459,1
4,0,2229,40,0.6,0.13180839580781947,1
4,0,2798,40,0.481,-0.12270150115919419,1
4,1028,3297,54,0.688,-0.6457681621978589,0
3,816,4777,69,0.917,0.21938823149163805,0
5,668,5205,78,0.773,-0.15516490328802263,0
4,0,4428,78,0.696,-0.6101330404463677,0
4,0,2014,53,0.472,-0.15516490328802263,1
4,2005,3863,72,0.756,0.11682057628537496,0
3,1040,5308,78,0.773,-0.13542082376119324,0
6,0,3591,59,0.788,0.23913231101846744,0
3,0,4062,65,0.711,-0.5425857511357758,0
5,1036,3354,76,0.854,0.6419559530747265,0
5,1845,4339,84,0.75,-0.6196806434257038,0
5,985,4019,78,0.857,0.10889259665832716,0
4,830,3789,57,0.541,0.7459826113286031,0
6,0,4092,76,1.054,0.702375368090692,0
3,838,3910,75,0.63,0.702375368090692,0
4,886,1674,42,0.312,0.13180839580781947,1
3,0,3541,87,0.851,0.7841902572029459,0
5,1026,4318,81,0.588,0.19070748577058097,0
4,576,2567,48,0.6,0.702375368090692,1
6,0,4295,70,0.795,-0.07335001417576878,0
6,0,1519,26,0.368,-0.05043421502627648,1
3,2111,3707,74,0.682,0.32411891975338425,0
5,1606,3334,56,0.6,-0.6196806434257038,0
6,1187,3878,82,0.783,0.03570971718099067,0
3,1219,4015,77,0.75,0.301203120603892,0
5,2065,4026,67,0.718,0.07004161342480088,0
4,1987,4442,76,0.767,-0.6228523630483667,0
4,535,3016,80,0.739,-0.6801000584416693,0
3,0,2283,46,0.586,-0.6425964425751961,1
5,215,1999,41,0.414,-0.1926685191544957,1
1,2517,2296,46,0.586,0.7841902572029459,1
6,2018,4467,79,0.756,-0.11519559181237828,0
3,2185,3999,71,1.088,-0.05043421502627648,0
4,1317,4096,76,0.727,0.10889259665832716,0
4,1418,3870,73,0.46,-0.47031846500285795,0
5,869,4124,59,0.967,-0.07335001417576878,0
6,1814,4758,64,0.641,0.24230403064113037,0
5,2371,4416,83,0.844,0.6648717522242188,0
4,1091,4136,67,0.718,-0.53786575431345,0
5,1490,3778,64,0.684,0.702375368090692,0
3,563,4220,83,0.844,-0.06470181482793841,0
5,883,4726,82,0.708,-0.07335001417576878,0
5,0,3932,62,0.771,0.07321333304746377,0
6,1085,4224,75,1.027,-0.1322491041385303,0
5,1211,4153,91,0.685,0.23913231101846744,0
6,873,4572,81,0.688,0.8071060563524382,0
6,1424,4125,80,0.86,-0.13542082376119324,0
3,1980,3899,65,0.711,-0.1322491041385303,0
5,1689,2370,34,0.789,-0.5607815534629422,1
4,0,4075,71,0.614,0.14078063752986178,0
3,316,2252,42,0.4,-0.6196806434257038,1
6,2076,2720,46,0.484,0.057445423364404107,1
4,2517,1544,45,0.364,-0.1322491041385303,1
6,0,3706,81,0.62,0.8071060563524382,0
3,1020,3687,68,1.125,-0.6425964425751961,0
3,228,2572,43,0.72,0.09612913219695608,1
6,1549,4747,91,0.936,-0.53786575431345,0
5,735,4220,87,0.673,0.702375368090692,0
6,2195,4544,80,0.667,0.7391729599436735,0
5,814,4217,72,0.5,0.702375368090692,0
3,1514,5089,82,0.783,-0.13542082376119324,0
4,2199,2164,45,0.5,0.32411891975338425,1
5,2412,2612,33,0.375,0.24230403064113037,1
4,0,4429,78,0.472,-0.5607815534629422,0
4,1094,4222,61,0.649,-0.6196806434257038,0
3,2517,4613,85,0.932,0.702375368090692,0
3,2330,3821,81,0.841,0.7896667369281134,0
5,2424,4077,78,0.625,0.702375368090692,0
5,0,2585,45,0.5,0.09612913219695608,1
3,468,4172,66,0.784,-0.15833662291068556,0
4,0,4692,91,0.596,0.07321333304746377,0
6,1824,4232,80,0.633,-0.14561730030868653,0
5,1398,3960,79,0.756,0.2136232849200733,0
3,2517,2196,47,0.621,-0.06470181482793841,1
2,1002,1533,42,0.105,0.09612913219695608,1
3,1307,4043,76,0.9,0.22893583447097415,0
4,2150,4592,90,0.8,-0.15516490328802263,0
3,0,3969,78,0.902,-0.18579586963486644,0
3,0,3151,39,0.444,-0.63304883959586,1
4,0,3692,79,0.549,-0.6457681621978589,0
3,786,3822,50,1.083,0.09612913219695608,0
6,0,2533,44,0.517,0.7928384565507762,1
6,2010,3901,77,0.711,-0.14561730030868653,0
4,0,4470,58,0.812,-0.11519559181237828,0
6,1722,5377,86,0.654,0.702375368090692,0
3,1430,3856,68,1.061,0.01279391803149835,0
6,994,4623,84,0.585,-0.6228523630483667,0
3,2446,3769,78,0.95,0.11786483838036947,0
5,0,2438,41,0.464,0.15032824050919788,1
3,1465,3672,64,0.73,-0.13542082376119324,0
5,0,2308,35,0.591,-0.1322491041385303,1
6,1016,2916,65,0.548,0.09390477713588265,0
6,1498,4275,67,0.675,0.18188461562516497,0
4,1042,4303,59,0.788,-0.63304883959586,0
4,1517,3520,66,1.0,0.24230403064113037,0
5,2384,1941,53,0.656,0.702375368090692,1
5,829,5783,73,0.622,0.15502822215971754,0
4,780,4422,59,0.844,-0.15516490328802263,0
4,0,2092,38,0.31,0.702375368090692,1
3,2082,3672,59,0.553,-0.15516490328802263,0
4,1729,4396,83,0.566,-0.6457681621978589,0
3,1346,4054,68,0.7,0.1614720816182806,0
5,0,1944,36,0.5,-0.15516490328802263,1
6,479,2349,42,0.312,0.2225955266421156,1
4,0,2269,42,0.312,-0.5425857511357758,1
3,1587,4193,79,0.881,-0.15516490328802263,0
3,2517,4320,85,0.735,0.07321333304746377,0
6,1300,4699,72,0.714,-0.7030158575911616,0
3,1536,3112,79,0.549,0.15502822215971754,0
6,0,5039,85,0.809,0.24230403064113037,0
4,1178,3819,82,0.864,0.7348387702195204,0
3,1782,4669,93,0.755,-0.055154211848602315,0
3,1017,5245,80,0.86,-0.1322491041385303,0
4,0,3651,76,0.652,-0.6457681621978589,0
3,1425,3992,76,1.054,0.07004161342480088,0
6,1519,4444,70,0.667,0.09295741257429319,0
6,1103,3998,80,0.739,-0.1926685191544957,0
3,0,4712,88,0.517,0.01279391803149835,0
6,839,4117,70,0.707,0.09612913219695608,0
3,1973,4784,75,0.562,-0.1322491041385303,0
6,1627,4390,82,0.783,0.7252911672401843,0
5,0,4047,56,0.75,-0.1322491041385303,0
4,0,4196,81,0.588,0.1488619081339715,0
6,1274,4552,100,0.786,-0.15833662291068556,0
3,0,4497,79,0.612,-0.1322491041385303,0
5,0,1977,29,0.261,0.07321333304746377,1
4,2517,4377,88,0.725,0.15502822215971754,0
3,0,4660,85,0.735,0.10567673517629221,0
4,0,1986,52,0.486,-0.5607815534629422,1
2,1744,1455,34,0.214,0.15502822215971754,1
4,1681,4265,87,0.776,-0.11519559181237828,0
4,0,4578,67,0.811,-0.13542082376119324,0
6,633,5177,66,0.65,0.702375368090692,0
6,1184,3667,66,0.784,0.6992036484680292,0
3,1885,4141,65,0.711,-0.6457681621978589,0
6,1907,4065,65,0.711,0.301203120603892,0
6,2415,3153,57,0.583,0.10572087703566428,0
3,1871,4054,75,0.364,0.7459826113286031,0
1,1424,2238,36,0.2,0.14135599878715557,1
3,1259,3890,72,1.118,-0.14561730030868653,0
6,1505,2394,50,0.471,-0.6219049984867773,0
4,1656,4174,85,0.7,-0.055154211848602315,0
6,0,4488,84,0.826,0.702375368090692,0
3,1163,4769,80,0.905,0.7391729599436735,0
5,0,1835,43,0.344,-0.11519559181237828,1
5,2026,4198,68,0.619,0.19967972749262328,0
3,0,3921,63,0.8,0.7348387702195204,0
4,1474,3542,59,0.639,-0.15516490328802263,0
6,1796,4929,61,0.488,-0.1322491041385303,0
3,1300,2165,36,0.385,0.21938823149163805,1
6,993,4078,85,0.977,0.7252911672401843,0
3,1250,4368,75,0.596,-0.6196806434257038,0
5,0,2492,35,0.296,-0.1322491041385303,1
4,2517,1909,28,0.474,0.07321333304746377,1
6,1472,3291,62,0.722,-0.13542082376119324,0
5,0,4205,88,0.66,0.7252911672401843,0
6,538,4093,73,0.659,-0.15516490328802263,0
4,743,4515,74,0.51,0.10889259665832716,0
3,1539,4884,80,0.509,-0.6196806434257038,0
6,1596,3557,64,1.065,0.15502822215971754,0
1,0,1902,28,0.273,-0.14561730030868653,1
3,2377,4780,88,0.725,-0.15516490328802263,0
5,1255,4435,68,0.889,-0.13542082376119324,0
6,1420,4256,70,0.591,0.7928384565507762,0
1,0,2423,39,0.857,0.09612913219695608,1
3,2517,4551,83,0.729,-0.5930795281202157,0
3,411,2423,43,0.593,0.07321333304746377,1
3,1607,5235,92,0.586,0.19967972749262328,0
3,0,4383,82,0.783,0.6648717522242188,0
3,0,3847,74,0.805,0.7459826113286031,0
2,0,3894,60,0.818,-0.6026271310995518,0
6,2022,3441,66,0.65,-0.6196806434257038,0
6,0,4795,65,1.031,-0.07335001417576878,0
3,1550,3406,57,1.478,0.07321333304746377,0
6,1864,3851,75,0.705,-0.6457681621978589,0
5,0,4530,72,0.636,-0.1322491041385303,0
4,0,2242,44,0.571,-0.5208122419872979,1
3,2517,3382,56,0.931,-0.1926685191544957,0
3,2354,984,24,0.263,0.7230668121791108,1
6,1268,4275,61,0.649,-0.1322491041385303,0
3,0,2461,47,1.136,0.702375368090692,1
5,2517,2367,41,0.519,-0.11519559181237828,1
4,720,4230,93,0.898,-0.6425964425751961,0
5,838,4770,62,0.722,0.7252911672401843,0
5,1454,4378,96,0.548,-0.11519559181237828,0
4,544,2294,40,0.739,-0.6425964425751961,1
6,1053,4552,82,0.745,0.6419559530747265,0
5,1014,2437,44,0.467,0.702375368090692,1
1,1211,2141,40,0.481,0.702375368090692,1
6,1146,3677,70,0.892,0.21621651186897511,0
3,2312,2321,36,0.5,0.702375368090692,1
4,1047,1969,38,0.52,0.28117057423066516,1
6,2123,4478,77,0.791,0.7841902572029459,0
5,0,4101,88,0.66,0.21621651186897511,0
3,1427,5347,96,0.524,0.2518516336204665,0
3,0,4651,69,0.568,0.7119229710700281,0
5,2517,2059,43,0.433,0.7928384565507762,1
5,0,3477,65,0.667,-0.1322491041385303,0
4,949,4222,65,0.667,-0.1322491041385303,0
3,1151,4835,84,0.714,0.23913231101846744,0
5,1411,2452,44,0.63,0.10889259665832716,1
6,647,4803,64,0.684,0.7252911672401843,0
3,0,4579,78,0.814,0.11844019963766327,0
4,1811,4201,68,1.125,-0.6425964425751961,0
3,2031,4000,79,0.975,0.702375368090692,0
3,1988,4127,69,0.533,-0.5607815534629422,0
3,1787,3904,76,0.854,0.09612913219695608,0
4,1659,4243,102,0.672,-0.055154211848602315,0
5,1452,3970,68,0.619,0.09612913219695608,0
3,2049,3818,61,0.605,-0.6425964425751961,0
5,2271,4812,83,0.766,-0.15516490328802263,0
5,1739,4735,84,0.826,-0.6196806434257038,0
3,0,4591,74,0.644,-0.53786575431345,0
3,0,1587,42,0.448,-0.6196806434257038,1
4,0,2466,40,0.538,0.8023860595301123,1
5,2376,3586,67,0.914,-0.13542082376119324,0
6,0,4503,80,0.667,-0.15833662291068556,0
6,0,3749,61,0.743,-0.12270150115919419,0
6,751,4477,62,0.59,-0.5607815534629422,0
6,604,4469,85,0.932,-0.15516490328802263,0
4,1128,4446,75,0.667,0.09741473484004845,0
3,0,3866,72,0.714,-0.1322491041385303,0
5,1368,4025,79,0.881,-0.14561730030868653,0
5,1680,4751,83,0.804,0.7252911672401843,0
5,879,4385,71,0.614,-0.1322491041385303,0
3,931,2433,29,0.381,0.2225955266421156,1
4,0,2775,33,0.435,-0.53786575431345,1
5,1463,4397,72,0.565,0.10567673517629221,0
4,2058,3421,61,1.033,0.702375368090692,0
6,2131,4554,75,0.562,-0.6196806434257038,0
4,1573,4899,68,0.581,0.09612913219695608,0
5,0,3888,63,0.853,-0.15516490328802263,0
5,0,3380,73,0.78,-0.05043421502627648,0
4,1507,3655,70,0.667,0.07321333304746377,0
6,2312,2229,37,0.762,0.03570971718099067,0
5,1249,4410,73,0.622,0.19499753363536187,0
1,0,1684,19,0.188,0.7252911672401843,1
6,1477,2493,44,0.571,0.11844019963766327,1
6,0,4200,86,0.536,-0.6196806434257038,0
3,1303,5101,76,0.617,0.7348387702195204,0
6,1318,4548,54,0.862,0.15502822215971754,0
5,2467,4926,90,0.731,-0.21558431830398803,0
6,0,3948,60,0.538,-0.14561730030868653,0
3,1011,5089,71,0.868,0.24230403064113037,0
6,0,4584,84,0.75,-0.13542082376119324,0
4,2230,4412,73,0.659,0.09612913219695608,0
4,2048,4056,92,0.769,-0.53786575431345,0
3,1771,2554,47,0.516,-0.12270150115919419,1
4,642,4627,90,0.698,-0.63304883959586,0
5,997,4284,75,0.596,0.18188461562516497,0
3,604,4614,75,0.974,-0.1322491041385303,0
3,1445,3700,80,0.569,0.7459826113286031,0
3,933,4120,78,0.773,0.32411891975338425,0
3,901,4990,80,0.905,0.10889259665832716,0
6,0,2473,42,0.273,0.09612913219695608,1
3,1148,3485,84,0.615,0.702375368090692,0
5,0,2859,55,0.833,-0.53786575431345,1
5,0,3878,63,0.703,-0.6196806434257038,0
5,1398,4698,88,0.833,0.09612913219695608,0
6,0,3833,71,0.578,-0.14561730030868653,0
5,1391,4272,59,0.686,0.1673817528353499,0
6,0,4152,77,0.54,0.301203120603892,0
3,2104,4486,93,0.86,-0.1322491041385303,0
4,1545,2513,47,0.424,0.0827609360267999,1
3,0,4693,82,0.608,0.19967972749262328,0
3,0,2512,37,0.37,-0.15516490328802263,1
5,1355,4011,70,0.556,0.702375368090692,0
4,2517,4209,72,0.756,0.21938823149163805,0
3,0,3622,75,0.667,-0.12512122984390384,0
3,1305,4163,73,0.698,-0.5425857511357758,0
3,578,4509,79,0.717,0.7252911672401843,0
3,1283,4785,85,0.518,-0.15516490328802263,0
6,896,2613,41,0.708,0.09612913219695608,1
4,0,4806,81,0.653,0.3411724320795363,0
6,1903,4567,81,0.8,0.8071060563524382,0
5,1228,5041,74,0.805,-0.11836731143504121,0
4,2422,2599,43,0.433,0.7841902572029459,1
6,1165,4142,67,0.634,-0.6228523630483667,0
4,2060,3702,64,0.829,0.15502822215971754,0
4,2217,4593,74,0.721,-0.1322491041385303,0
5,2207,3835,78,0.625,0.12863667618515656,0
3,1618,4518,88,0.692,-0.1322491041385303,0
5,729,4423,65,0.806,0.702375368090692,0
6,1959,4300,69,0.683,-0.5521333541151119,0
5,2080,2042,40,0.481,-0.21558431830398803,1
4,0,2707,51,0.5,-0.1322491041385303,1
4,921,4615,72,0.6,0.8071060563524382,0
6,1835,4816,49,0.885,0.09295741257429319,0
5,0,4326,74,0.721,0.07138898079185411,0
6,1878,4578,84,0.953,0.07004161342480088,0
4,0,4193,67,0.811,-0.5607815534629422,0
4,1161,4315,85,0.518,-0.1322491041385303,0
4,978,4379,78,0.95,-0.15516490328802263,0
4,2517,2665,36,0.333,-0.11519559181237828,1
6,238,2306,47,0.621,0.07321333304746377,1
3,2136,3197,50,1.174,-0.6026271310995518,0
5,2055,5480,58,0.933,-0.5607815534629422,0
5,431,3098,46,0.438,-0.15516490328802263,1
6,1883,4802,85,0.604,-0.12270150115919419,0
4,1539,4087,74,0.762,0.702375368090692,0
6,1377,4014,86,0.686,0.7928384565507762,0
6,0,2429,50,0.471,-0.6219049984867773,1
6,1619,5000,87,0.673,0.7841902572029459,0
3,1547,4678,74,1.0,-0.11519559181237828,0
5,2517,2725,41,0.519,0.702375368090692,1
6,1493,4664,60,0.579,-0.13542082376119324,0
3,974,4344,75,0.596,-0.47031846500285795,0
5,1372,5266,79,0.795,0.07004161342480088,0
4,2013,4384,82,1.0,-0.05043421502627648,0
5,603,4045,62,0.824,0.19070748577058097,0
4,1327,2345,33,0.435,0.17794402130920986,1
3,0,2060,39,0.625,0.08844249311800614,1
3,1182,4583,72,1.0,0.7119229710700281,0
4,2127,4278,71,0.821,-0.06470181482793841,0
6,2201,4385,78,0.66,-0.1322491041385303,0
6,0,4216,82,0.64,-0.6196806434257038,0
4,787,2955,56,0.6,0.6992036484680292,0
6,2459,3852,65,0.625,0.07321333304746377,0
4,802,3648,74,0.574,-0.6425964425751961,0
6,0,4162,87,0.812,-0.6801000584416693,0
4,755,4222,75,0.744,-0.10564798883304216,0
4,2517,4348,62,0.879,0.1614720816182806,0
6,1805,4767,90,0.698,-0.12270150115919419,0
4,686,3068,58,0.933,-0.06470181482793841,0
6,2209,4908,73,0.659,0.25935754296728236,0
4,0,4287,80,0.667,0.702375368090692,0
6,0,2287,42,0.5,-0.05043421502627648,1
5,1041,4264,75,1.027,0.7348387702195204,0
1,811,2336,46,0.278,-0.15516490328802263,1
4,1740,4087,81,0.841,-0.6425964425751961,0
4,0,4496,83,0.66,0.07321333304746377,0
1,0,2425,50,0.923,-0.07335001417576878,1
6,1460,4436,74,0.542,0.8071060563524382,0
3,512,4791,82,0.708,0.6419559530747265,0
3,0,2128,39,0.444,0.09612913219695608,1
6,1018,4301,86,0.72,0.0484731816423618,0
5,938,4087,86,0.911,0.17794402130920986,0
4,0,4348,79,0.646,0.17794402130920986,0
5,1940,4985,90,0.636,0.07321333304746377,0
4,2323,4763,86,0.593,0.8071060563524382,0
6,2517,3911,76,0.81,0.07321333304746377,0
3,0,4277,90,0.636,0.7252911672401843,0
4,0,4220,68,0.889,0.10889259665832716,0
6,1349,4893,93,0.824,0.8241595686785902,0
4,999,4597,77,0.878,-0.6196806434257038,0
5,1028,5125,71,0.578,-0.14561730030868653,0
5,0,4068,73,0.622,0.09612913219695608,0
5,780,4816,81,0.588,-0.12270150115919419,0
5,1972,5146,88,0.956,0.2800489870557013,0
6,598,4586,81,0.929,0.22893583447097415,0
2,901,1835,43,0.72,0.15466243023335086,1
5,981,4748,85,0.735,0.7459826113286031,0
4,2379,4348,86,0.955,-0.14561730030868653,0
5,805,4383,75,0.875,-0.6425964425751961,0
5,1718,4423,68,0.619,0.1488619081339715,0
6,778,4957,84,1.049,-0.7030158575911616,0
6,0,2306,39,0.625,0.017113074284315383,1
5,489,2331,45,0.452,0.13760891790719884,1
4,792,2374,40,0.429,-0.5607815534629422,1
4,1963,4255,64,0.561,0.07321333304746377,0
6,1581,3857,69,0.816,-0.5521333541151119,0
4,2138,4439,75,0.875,0.8071060563524382,0
6,1769,4717,83,0.804,0.2518516336204665,0
6,0,2539,42,0.5,-0.63304883959586,1
5,1399,3668,67,0.675,-0.06470181482793841,0
6,1294,4339,86,0.686,0.09612913219695608,0
5,0,4811,86,0.686,-0.6425964425751961,0
5,2248,4042,80,0.86,-0.12270150115919419,0
4,1280,4289,81,0.841,-0.07335001417576878,0
4,2035,4221,67,0.634,0.09295741257429319,0
4,0,4418,68,0.659,-0.03338070270012446,0
1,2389,1563,36,0.44,0.080085982567093,1
5,1255,3847,73,0.698,0.1563879346663086,0
5,0,2237,43,0.387,-0.21558431830398803,1
4,1088,4191,90,0.525,0.21938823149163805,0
3,1032,4080,72,0.8,0.0827609360267999,0
4,1896,4220,74,0.897,0.301203120603892,0
6,1565,4011,68,0.838,-0.15516490328802263,0
6,1448,4639,61,0.743,0.13760891790719884,0
4,0,3444,71,0.614,0.1385562824687883,0
5,1555,4134,62,0.55,-0.6196806434257038,0
3,1109,4729,78,0.733,-0.6425964425751961,0
3,812,4480,76,0.551,0.07321333304746377,0
3,0,4741,78,0.814,0.17794402130920986,0
4,1865,4854,85,1.024,0.21938823149163805,0
3,2159,4578,81,0.653,-0.53786575431345,0
6,0,4007,74,0.542,0.15502822215971754,0
6,0,4054,82,0.822,0.21621651186897511,0
5,1075,4705,65,0.806,-0.6026271310995518,0
4,1662,4471,83,0.804,-0.6425964425751961,0
5,1429,5124,74,0.644,0.10889259665832716,0
3,850,2001,34,0.889,-0.13542082376119324,0
4,1647,4625,94,0.516,-0.6196806434257038,0
5,1923,3837,71,0.732,0.21938823149163805,0
5,412,2341,43,0.483,-0.5607815534629422,1
5,0,3383,61,1.103,0.07321333304746377,0
4,1316,4306,73,1.086,0.15502822215971754,0
3,0,3880,74,0.721,0.14790851182448828,0
3,2123,4349,69,0.725,-0.07335001417576878,0
6,1031,3812,67,0.675,0.14135599878715557,0
3,1396,3748,62,0.938,-0.6388955126782296,0
3,1759,4562,86,0.72,0.7252911672401843,0
3,1870,4301,71,0.651,-0.14561730030868653,0
3,1491,4869,70,0.522,-0.11519559181237828,0
5,0,1952,39,0.345,0.24230403064113037,1
4,1281,3303,70,0.795,0.042582366700619906,0
5,1581,4311,73,0.921,-0.15516490328802263,0
5,1802,4544,80,0.569,-0.6388955126782296,0
6,1349,4388,72,0.6,0.7119229710700281,0
4,0,4781,79,0.756,0.24230403064113037,0
5,1617,4183,71,0.614,-0.6425964425751961,0
4,0,1959,52,0.857,0.10567673517629221,1
3,2517,4508,69,0.643,-0.5607815534629422,0
4,0,4992,80,0.739,0.10567673517629221,0
3,1843,4055,66,0.692,0.2136232849200733,0
5,0,3902,62,0.632,0.16050470188488503,0
5,0,2263,35,0.522,0.057445423364404107,1
3,1338,4869,90,0.8,0.301203120603892,0
6,1994,5223,89,0.712,0.7119229710700281,0
4,1990,4027,67,0.634,-0.6801000584416693,0
3,0,1935,47,0.469,0.10889259665832716,1
3,0,4543,75,0.974,-0.5607815534629422,0
3,1901,4041,75,0.596,0.6992036484680292,0
6,1455,5363,76,0.81,-0.1322491041385303,0
3,0,3995,82,0.608,-0.6101330404463677,0
5,1281,4642,97,0.672,0.14078063752986178,0
3,625,2650,43,0.483,-0.15516490328802263,1
